area,population,death,rate
南投縣南投市,100913,1,0.991
南投縣埔里鎮,81576,2,2.452
南投縣草屯鎮,98366,0,0
南投縣竹山鎮,55435,1,1.804
南投縣集集鎮,11022,0,0
南投縣名間鄉,39182,0,0
南投縣鹿谷鄉,18007,1,5.553
南投縣中寮鄉,15061,0,0
南投縣魚池鄉,16155,1,6.19
南投縣國姓鄉,19064,0,0
南投縣水里鄉,17999,1,5.556
南投縣信義鄉,16368,1,6.109
南投縣仁愛鄉,15690,0,0
嘉義市東區,122445,1,0.817
嘉義市西區,147434,0,0
嘉義縣太保市,37536,1,2.664
嘉義縣中埔鄉,45353,1,2.205
嘉義縣番路鄉,11687,0,0
嘉義縣水上鄉,50049,1,1.998
嘉義縣東石鄉,25247,0,0
嘉義縣朴子市,42597,1,2.348
嘉義縣大林鎮,31391,0,0
嘉義縣民雄鄉,71835,2,2.784
嘉義縣溪口鄉,14906,0,0
嘉義縣新港鄉,32346,1,3.092
嘉義縣六腳鄉,23737,1,4.213
嘉義縣義竹鄉,18782,0,0
嘉義縣鹿草鄉,15790,1,6.333
嘉義縣竹崎鄉,36225,2,5.521
嘉義縣梅山鄉,19774,0,0
嘉義縣大埔鄉,4604,0,0
嘉義縣阿里山鄉,5663,0,0
嘉義縣布袋鎮,27490,0,0
基隆市暖暖區,38415,0,0
基隆市七堵區,54062,0,0
基隆市仁愛區,44972,0,0
基隆市信義區,51870,0,0
基隆市中正區,52563,0,0
基隆市中山區,48092,1,2.079
基隆市安樂區,82070,0,0
宜蘭縣蘇澳鎮,40475,0,0
宜蘭縣五結鄉,39648,1,2.522
宜蘭縣宜蘭市,95902,1,1.043
宜蘭縣壯圍鄉,24229,1,4.127
宜蘭縣羅東鎮,72447,0,0
宜蘭縣員山鄉,32371,0,0
宜蘭縣冬山鄉,53299,0,0
宜蘭縣三星鄉,21385,0,0
宜蘭縣大同鄉,6092,0,0
宜蘭縣頭城鎮,29670,1,3.37
宜蘭縣南澳鄉,5923,0,0
宜蘭縣礁溪鄉,35908,0,0
屏東縣佳冬鄉,19676,0,0
屏東縣竹田鄉,17336,3,17.305
屏東縣萬丹鄉,51227,2,3.904
屏東縣屏東市,201497,1,0.496
屏東縣潮州鎮,54706,0,0
屏東縣長治鄉,30156,1,3.316
屏東縣麟洛鄉,11122,0,0
屏東縣九如鄉,22105,0,0
屏東縣里港鄉,26991,2,7.41
屏東縣鹽埔鄉,26196,1,3.817
屏東縣高樹鄉,24858,0,0
屏東縣萬巒鄉,20603,0,0
屏東縣內埔鄉,55164,1,1.813
屏東縣新埤鄉,9920,0,0
屏東縣崁頂鄉,15934,1,6.276
屏東縣南州鄉,10800,0,0
屏東縣琉球鄉,12438,0,0
屏東縣三地門鄉,7669,0,0
屏東縣霧臺鄉,3287,0,0
屏東縣瑪家鄉,6764,1,14.784
屏東縣泰武鄉,5268,0,0
屏東縣來義鄉,7488,0,0
屏東縣春日鄉,4849,0,0
屏東縣獅子鄉,4828,0,0
屏東縣東港鎮,48068,0,0
屏東縣恆春鎮,30751,1,3.252
屏東縣枋寮鄉,24802,1,4.032
屏東縣新園鄉,35662,2,5.608
屏東縣林邊鄉,18302,0,0
屏東縣車城鄉,8712,0,0
屏東縣滿州鄉,7840,0,0
屏東縣枋山鄉,5531,0,0
屏東縣牡丹鄉,4859,0,0
彰化縣社頭鄉,43315,1,2.309
彰化縣員林市,124950,4,3.201
彰化縣田中鎮,42133,1,2.373
彰化縣彰化市,234567,0,0
彰化縣和美鎮,91201,0,0
彰化縣線西鄉,16933,0,0
彰化縣伸港鄉,36761,0,0
彰化縣秀水鄉,39335,0,0
彰化縣花壇鄉,46142,1,2.167
彰化縣芬園鄉,23843,1,4.194
彰化縣溪湖鎮,55694,0,0
彰化縣大村鄉,36776,0,0
彰化縣埔鹽鄉,32759,1,3.053
彰化縣埔心鄉,34783,1,2.875
彰化縣永靖鄉,37752,1,2.649
彰化縣二水鄉,15489,0,0
彰化縣二林鎮,51487,2,3.884
彰化縣埤頭鄉,30737,0,0
彰化縣芳苑鄉,33991,3,8.826
彰化縣大城鄉,17256,2,11.59
彰化縣竹塘鄉,15476,1,6.462
彰化縣溪州鄉,30366,2,6.586
彰化縣鹿港鎮,86779,2,2.305
彰化縣福興鄉,47487,2,4.212
彰化縣北斗鎮,33273,0,0
彰化縣田尾鄉,27557,1,3.629
新北市永和區,224086,0,0
新北市新店區,301305,2,0.664
新北市土城區,238491,0,0
新北市蘆洲區,200760,0,0
新北市五股區,84171,1,1.188
新北市坪林區,6530,1,15.314
新北市平溪區,4776,1,20.938
新北市烏來區,6225,0,0
新北市淡水區,166063,0,0
新北市瑞芳區,40581,0,0
新北市林口區,103458,0,0
新北市三芝區,23349,0,0
新北市八里區,38177,1,2.619
新北市三峽區,114215,3,2.627
新北市鶯歌區,87163,0,0
新北市中和區,414190,2,0.483
新北市樹林區,184409,0,0
新北市深坑區,23667,0,0
新北市板橋區,552220,3,0.543
新北市石碇區,7735,0,0
新北市新莊區,414227,3,0.724
新北市泰山區,78839,0,0
新北市三重區,388544,1,0.257
新北市雙溪區,9076,0,0
新北市貢寮區,12689,0,0
新北市汐止區,197877,1,0.505
新北市萬里區,22471,0,0
新北市金山區,22188,0,0
新北市石門區,12481,1,8.012
新竹市北區,150088,1,0.666
新竹市香山區,77542,1,1.29
新竹市東區,210123,0,0
新竹縣峨眉鄉,5591,0,0
新竹縣竹東鎮,96831,1,1.033
新竹縣新埔鎮,33713,3,8.899
新竹縣關西鎮,29380,3,10.211
新竹縣湖口鄉,77515,2,2.58
新竹縣芎林鄉,20158,0,0
新竹縣橫山鄉,13282,0,0
新竹縣北埔鄉,9520,0,0
新竹縣寶山鄉,14371,0,0
新竹縣尖石鄉,9420,0,0
新竹縣五峰鄉,4563,0,0
新竹縣竹北市,176966,2,1.13
新竹縣新豐鄉,56484,1,1.77
桃園市蘆竹區,159075,0,0
桃園市龜山區,153256,2,1.305
桃園市龍潭區,120409,4,3.322
桃園市復興區,11235,0,0
桃園市觀音區,65608,0,0
桃園市桃園區,434653,3,0.69
桃園市大園區,87277,0,0
桃園市新屋區,48747,0,0
桃園市楊梅區,164189,0,0
桃園市大溪區,94166,2,2.124
桃園市八德區,193236,1,0.518
桃園市中壢區,397083,0,0
桃園市平鎮區,221751,4,1.804
澎湖縣馬公市,61768,1,1.619
澎湖縣湖西鄉,14450,1,6.92
澎湖縣白沙鄉,9793,0,0
澎湖縣西嶼鄉,8397,0,0
澎湖縣望安鄉,5131,0,0
澎湖縣七美鄉,3764,0,0
臺中市南屯區,166792,1,0.6
臺中市烏日區,73771,0,0
臺中市新社區,24918,1,4.013
臺中市石岡區,15168,0,0
臺中市外埔區,32009,0,0
臺中市大肚區,57183,0,0
臺中市霧峰區,64964,1,1.539
臺中市太平區,186480,2,1.073
臺中市大里區,210431,0,0
臺中市和平區,10817,0,0
臺中市中區,18749,0,0
臺中市東區,75421,1,1.326
臺中市南區,123600,1,0.809
臺中市大甲區,77700,0,0
臺中市大安區,19400,1,5.155
臺中市龍井區,77299,0,0
臺中市西區,115745,3,2.592
臺中市北區,147661,1,0.677
臺中市西屯區,224831,2,0.89
臺中市北屯區,270847,2,0.738
臺中市豐原區,166800,4,2.398
臺中市東勢區,50930,1,1.963
臺中市沙鹿區,91404,1,1.094
臺中市后里區,54324,1,1.841
臺中市神岡區,65508,0,0
臺中市潭子區,107632,0,0
臺中市大雅區,94560,1,1.058
臺中市清水區,86393,0,0
臺中市梧棲區,57668,1,1.734
臺北市大安區,311404,1,0.321
臺北市文山區,275233,2,0.727
臺北市信義區,227666,1,0.439
臺北市萬華區,193415,1,0.517
臺北市中正區,160484,0,0
臺北市南港區,122444,0,0
臺北市松山區,208289,0,0
臺北市大同區,129943,0,0
臺北市中山區,231332,0,0
臺北市內湖區,287861,1,0.347
臺北市士林區,289916,0,0
臺北市北投區,257384,1,0.389
臺南市新營區,78165,0,0
臺南市鹽水區,25827,2,7.744
臺南市白河區,28778,0,0
臺南市柳營區,21460,0,0
臺南市後壁區,24030,0,0
臺南市東山區,21291,0,0
臺南市麻豆區,44782,0,0
臺南市下營區,24481,0,0
臺南市六甲區,22422,0,0
臺南市官田區,21519,0,0
臺南市大內區,9950,0,0
臺南市佳里區,59469,1,1.682
臺南市學甲區,26340,1,3.797
臺南市西港區,24851,0,0
臺南市新化區,43706,1,2.288
臺南市新市區,36269,0,0
臺南市安定區,30427,0,0
臺南市玉井區,14271,1,7.007
臺南市楠西區,9885,0,0
臺南市南化區,8825,0,0
臺南市左鎮區,4975,0,0
臺南市仁德區,74692,0,0
臺南市歸仁區,68181,2,2.933
臺南市關廟區,34584,0,0
臺南市龍崎區,4101,0,0
臺南市永康區,232385,0,0
臺南市北區,132963,3,2.256
臺南市七股區,23166,0,0
臺南市將軍區,20042,1,4.99
臺南市北門區,11305,0,0
臺南市安南區,191287,3,1.568
臺南市南區,125830,1,0.795
臺南市東區,187924,0,0
臺南市安平區,65846,0,0
臺南市中西區,77005,1,1.299
臺南市善化區,47687,0,0
臺南市山上區,7354,0,0
臺東縣成功鎮,14409,1,6.94
臺東縣綠島鄉,3720,0,0
臺東縣蘭嶼鄉,5088,0,0
臺東縣鹿野鄉,8023,0,0
臺東縣池上鄉,8361,0,0
臺東縣延平鄉,3522,0,0
臺東縣金峰鄉,3617,0,0
臺東縣臺東市,106364,0,0
臺東縣卑南鄉,17440,0,0
臺東縣東河鄉,8671,0,0
臺東縣長濱鄉,7381,1,13.548
臺東縣太麻里鄉,11287,0,0
臺東縣達仁鄉,3529,0,0
臺東縣大武鄉,6221,0,0
臺東縣關山鎮,8798,0,0
臺東縣海端鄉,4281,0,0
花蓮縣鳳林鎮,10993,1,9.097
花蓮縣光復鄉,13012,0,0
花蓮縣瑞穗鄉,11744,0,0
花蓮縣富里鄉,10528,1,9.498
花蓮縣萬榮鄉,6418,0,0
花蓮縣吉安鄉,83729,2,2.389
花蓮縣壽豐鄉,18127,0,0
花蓮縣豐濱鄉,4430,0,0
花蓮縣秀林鄉,15803,0,0
花蓮縣玉里鎮,24718,0,0
花蓮縣卓溪鄉,6056,0,0
花蓮縣花蓮市,104972,4,3.811
花蓮縣新城鄉,20280,1,4.931
苗栗縣三灣鄉,6864,0,0
苗栗縣南庄鄉,10381,0,0
苗栗縣苗栗市,89850,3,3.339
苗栗縣卓蘭鎮,17569,0,0
苗栗縣大湖鄉,15071,0,0
苗栗縣公館鄉,34179,1,2.926
苗栗縣銅鑼鄉,18433,1,5.425
苗栗縣頭屋鄉,11097,0,0
苗栗縣三義鄉,16788,0,0
苗栗縣西湖鄉,7280,0,0
苗栗縣造橋鄉,13153,0,0
苗栗縣獅潭鄉,4468,0,0
苗栗縣泰安鄉,5923,0,0
苗栗縣苑裡鎮,46939,1,2.13
苗栗縣通霄鎮,35389,1,2.826
苗栗縣竹南鎮,85005,0,0
苗栗縣後龍鎮,37228,0,0
苗栗縣頭份市,103162,0,0
連江縣南竿鄉,7411,0,0
連江縣北竿鄉,2356,0,0
連江縣莒光鄉,1569,0,0
連江縣東引鄉,1313,0,0
金門縣金寧鄉,30022,0,0
金門縣烏坵鄉,673,0,0
金門縣金城鎮,42781,0,0
金門縣金沙鎮,20330,0,0
金門縣金湖鎮,28852,1,3.466
金門縣烈嶼鄉,12565,0,0
雲林縣麥寮鄉,45107,4,8.868
雲林縣斗六市,108477,2,1.844
雲林縣斗南鎮,45225,1,2.211
雲林縣虎尾鎮,70790,2,2.825
雲林縣西螺鎮,46567,0,0
雲林縣土庫鎮,29252,0,0
雲林縣北港鎮,40617,0,0
雲林縣古坑鄉,31974,0,0
雲林縣大埤鄉,19451,1,5.141
雲林縣莿桐鄉,29103,1,3.436
雲林縣林內鄉,18411,0,0
雲林縣二崙鄉,27477,0,0
