area,population,death,rate
南投縣南投市,97613,9,9.22
南投縣埔里鎮,77448,7,9.038
南投縣草屯鎮,96447,6,6.221
南投縣竹山鎮,52062,3,5.762
南投縣集集鎮,10127,0,0
南投縣名間鄉,36363,3,8.25
南投縣鹿谷鄉,16559,1,6.039
南投縣中寮鄉,13960,0,0
南投縣魚池鄉,14957,3,20.057
南投縣國姓鄉,17415,1,5.742
南投縣水里鄉,16487,0,0
南投縣信義鄉,15688,0,0
南投縣仁愛鄉,15764,5,31.718
嘉義市東區,117930,4,3.392
嘉義市西區,144729,11,7.6
嘉義縣太保市,38744,9,23.229
嘉義縣中埔鄉,43202,7,16.203
嘉義縣番路鄉,11025,1,9.07
嘉義縣水上鄉,48107,5,10.393
嘉義縣東石鄉,23329,4,17.146
嘉義縣朴子市,40920,3,7.331
嘉義縣大林鎮,29871,4,13.391
嘉義縣民雄鄉,70266,7,9.962
嘉義縣溪口鄉,13619,3,22.028
嘉義縣新港鄉,30472,7,22.972
嘉義縣六腳鄉,21470,7,32.604
嘉義縣義竹鄉,17111,0,0
嘉義縣鹿草鄉,14539,3,20.634
嘉義縣竹崎鄉,33892,2,5.901
嘉義縣梅山鄉,18129,1,5.516
嘉義縣大埔鄉,4503,0,0
嘉義縣阿里山鄉,5411,0,0
嘉義縣布袋鎮,25204,2,7.935
基隆市暖暖區,38199,1,2.618
基隆市七堵區,53058,3,5.654
基隆市仁愛區,41212,2,4.853
基隆市信義區,52735,1,1.896
基隆市中正區,50469,2,3.963
基隆市中山區,45166,2,4.428
基隆市安樂區,80243,6,7.477
宜蘭縣蘇澳鎮,38053,4,10.512
宜蘭縣五結鄉,40483,3,7.411
宜蘭縣宜蘭市,94516,7,7.406
宜蘭縣壯圍鄉,24405,4,16.39
宜蘭縣羅東鎮,70022,4,5.712
宜蘭縣員山鄉,31874,3,9.412
宜蘭縣冬山鄉,52752,8,15.165
宜蘭縣三星鄉,21285,9,42.283
宜蘭縣大同鄉,6194,3,48.434
宜蘭縣頭城鎮,28481,3,10.533
宜蘭縣南澳鄉,6064,1,16.491
宜蘭縣礁溪鄉,34842,2,5.74
屏東縣佳冬鄉,18139,2,11.026
屏東縣竹田鄉,16162,7,43.311
屏東縣萬丹鄉,49496,16,32.326
屏東縣屏東市,193872,19,9.8
屏東縣潮州鎮,53125,8,15.059
屏東縣長治鄉,29219,3,10.267
屏東縣麟洛鄉,10568,3,28.388
屏東縣九如鄉,21665,2,9.231
屏東縣里港鄉,25702,4,15.563
屏東縣鹽埔鄉,24428,2,8.187
屏東縣高樹鄉,23291,5,21.468
屏東縣萬巒鄉,19614,2,10.197
屏東縣內埔鄉,52302,8,15.296
屏東縣新埤鄉,9811,2,20.385
屏東縣崁頂鄉,15077,3,19.898
屏東縣南州鄉,10099,0,0
屏東縣琉球鄉,12234,2,16.348
屏東縣三地門鄉,7794,1,12.83
屏東縣霧臺鄉,3330,0,0
屏東縣瑪家鄉,6809,0,0
屏東縣泰武鄉,5358,0,0
屏東縣來義鄉,7453,1,13.417
屏東縣春日鄉,4901,0,0
屏東縣獅子鄉,4910,0,0
屏東縣東港鎮,45981,9,19.573
屏東縣恆春鎮,29870,6,20.087
屏東縣枋寮鄉,23085,8,34.655
屏東縣新園鄉,33127,6,18.112
屏東縣林邊鄉,16861,1,5.931
屏東縣車城鄉,8297,2,24.105
屏東縣滿州鄉,7543,1,13.257
屏東縣枋山鄉,5158,3,58.162
屏東縣牡丹鄉,4857,0,0
彰化縣社頭鄉,41715,1,2.397
彰化縣員林市,122143,7,5.731
彰化縣田中鎮,39787,6,15.08
彰化縣彰化市,226622,22,9.708
彰化縣和美鎮,88830,7,7.88
彰化縣線西鄉,16353,2,12.23
彰化縣伸港鄉,37877,6,15.841
彰化縣秀水鄉,38354,5,13.036
彰化縣花壇鄉,44383,2,4.506
彰化縣芬園鄉,22590,4,17.707
彰化縣溪湖鎮,54102,9,16.635
彰化縣大村鄉,40102,2,4.987
彰化縣埔鹽鄉,31390,7,22.3
彰化縣埔心鄉,33880,2,5.903
彰化縣永靖鄉,35640,6,16.835
彰化縣二水鄉,14247,0,0
彰化縣二林鎮,48693,7,14.376
彰化縣埤頭鄉,29409,3,10.201
彰化縣芳苑鄉,31806,10,31.441
彰化縣大城鄉,15590,8,51.315
彰化縣竹塘鄉,14436,2,13.854
彰化縣溪州鄉,28735,5,17.4
彰化縣鹿港鎮,85388,10,11.711
彰化縣福興鄉,45502,4,8.791
彰化縣北斗鎮,33201,2,6.024
彰化縣田尾鄉,26149,0,0
新北市永和區,210836,2,0.949
新北市新店區,295565,15,5.075
新北市土城區,236403,11,4.653
新北市蘆洲區,199722,6,3.004
新北市五股區,90699,5,5.513
新北市坪林區,6575,0,0
新北市平溪區,4315,0,0
新北市烏來區,6299,0,0
新北市淡水區,184923,12,6.489
新北市瑞芳區,37914,1,2.638
新北市林口區,125394,4,3.19
新北市三芝區,22159,0,0
新北市八里區,40417,2,4.948
新北市三峽區,115097,8,6.951
新北市鶯歌區,88053,5,5.678
新北市中和區,401059,10,2.493
新北市樹林區,179791,13,7.231
新北市深坑區,23420,1,4.27
新北市板橋區,547817,28,5.111
新北市石碇區,7332,1,13.639
新北市新莊區,418443,19,4.541
新北市泰山區,76722,4,5.214
新北市三重區,378723,15,3.961
新北市雙溪區,8176,0,0
新北市貢寮區,11351,3,26.429
新北市汐止區,204671,8,3.909
新北市萬里區,21128,4,18.932
新北市金山區,20660,2,9.681
新北市石門區,11019,0,0
新竹市北區,151536,12,7.919
新竹市香山區,78408,12,15.305
新竹市東區,220711,6,2.718
新竹縣峨眉鄉,5325,1,18.779
新竹縣竹東鎮,96212,8,8.315
新竹縣新埔鎮,32921,8,24.301
新竹縣關西鎮,27242,3,11.012
新竹縣湖口鄉,80400,14,17.413
新竹縣芎林鄉,19944,1,5.014
新竹縣橫山鄉,12240,4,32.68
新竹縣北埔鄉,8709,1,11.482
新竹縣寶山鄉,14359,1,6.964
新竹縣尖石鄉,9539,0,0
新竹縣五峰鄉,4571,1,21.877
新竹縣竹北市,207174,11,5.31
新竹縣新豐鄉,58390,4,6.85
桃園市蘆竹區,166124,7,4.214
桃園市龜山區,169384,12,7.084
桃園市龍潭區,124457,11,8.838
桃園市復興區,12898,2,15.506
桃園市觀音區,71790,6,8.358
桃園市桃園區,458458,22,4.799
桃園市大園區,86775,8,9.219
桃園市新屋區,49045,5,10.195
桃園市楊梅區,176694,13,7.357
桃園市大溪區,94173,12,12.743
桃園市八德區,209134,11,5.26
桃園市中壢區,420793,22,5.228
桃園市平鎮區,227099,14,6.165
澎湖縣馬公市,62996,3,4.762
澎湖縣湖西鄉,15589,2,12.83
澎湖縣白沙鄉,9975,0,0
澎湖縣西嶼鄉,8321,1,12.018
澎湖縣望安鄉,5465,0,0
澎湖縣七美鄉,3875,0,0
臺中市南屯區,176100,9,5.111
臺中市烏日區,77428,6,7.749
臺中市新社區,23380,1,4.277
臺中市石岡區,14256,1,7.015
臺中市外埔區,31292,2,6.391
臺中市大肚區,56093,3,5.348
臺中市霧峰區,64135,4,6.237
臺中市太平區,195253,8,4.097
臺中市大里區,211273,17,8.046
臺中市和平區,10950,1,9.132
臺中市中區,17434,3,17.208
臺中市東區,75156,3,3.992
臺中市南區,124902,2,1.601
臺中市大甲區,74832,12,16.036
臺中市大安區,18270,1,5.473
臺中市龍井區,77611,5,6.442
臺中市西區,111659,3,2.687
臺中市北區,142232,9,6.328
臺中市西屯區,229792,17,7.398
臺中市北屯區,291540,10,3.43
臺中市豐原區,163166,5,3.064
臺中市東勢區,47867,1,2.089
臺中市沙鹿區,96436,6,6.222
臺中市后里區,53650,8,14.911
臺中市神岡區,64410,3,4.658
臺中市潭子區,108600,6,5.525
臺中市大雅區,95141,8,8.409
臺中市清水區,88614,8,9.028
臺中市梧棲區,59509,5,8.402
臺北市大安區,280696,2,0.713
臺北市文山區,256288,4,1.561
臺北市信義區,201694,2,0.992
臺北市萬華區,172832,9,5.207
臺北市中正區,146901,3,2.042
臺北市南港區,113650,3,2.64
臺北市松山區,187940,2,1.064
臺北市大同區,118164,2,1.693
臺北市中山區,210000,8,3.81
臺北市內湖區,271495,3,1.105
臺北市士林區,263032,11,4.182
臺北市北投區,239790,3,1.251
臺南市新營區,74925,7,9.343
臺南市鹽水區,24530,5,20.383
臺南市白河區,26399,6,22.728
臺南市柳營區,20486,10,48.814
臺南市後壁區,22036,1,4.538
臺南市東山區,19505,2,10.254
臺南市麻豆區,43002,5,11.627
臺南市下營區,22756,6,26.367
臺南市六甲區,21358,2,9.364
臺南市官田區,20907,1,4.783
臺南市大內區,8908,1,11.226
臺南市佳里區,58128,7,12.042
臺南市學甲區,24783,3,12.105
臺南市西港區,24646,6,24.345
臺南市新化區,42494,9,21.179
臺南市新市區,37421,7,18.706
臺南市安定區,29985,3,10.005
臺南市玉井區,13192,0,0
臺南市楠西區,8914,0,0
臺南市南化區,8180,1,12.225
臺南市左鎮區,4401,0,0
臺南市仁德區,76483,11,14.382
臺南市歸仁區,67888,10,14.73
臺南市關廟區,33574,3,8.935
臺南市龍崎區,3621,1,27.617
臺南市永康區,233701,18,7.702
臺南市北區,126177,9,7.133
臺南市七股區,21527,4,18.581
臺南市將軍區,18732,3,16.015
臺南市北門區,10262,1,9.745
臺南市安南區,197703,18,9.105
臺南市南區,121029,6,4.957
臺南市東區,180053,5,2.777
臺南市安平區,67456,4,5.93
臺南市中西區,77008,1,1.299
臺南市善化區,51563,7,13.576
臺南市山上區,7002,0,0
臺東縣成功鎮,13271,2,15.07
臺東縣綠島鄉,4264,0,0
臺東縣蘭嶼鄉,5235,0,0
臺東縣鹿野鄉,7365,1,13.578
臺東縣池上鄉,8024,3,37.388
臺東縣延平鄉,3642,0,0
臺東縣金峰鄉,3727,0,0
臺東縣臺東市,103286,15,14.523
臺東縣卑南鄉,16824,3,17.832
臺東縣東河鄉,8108,0,0
臺東縣長濱鄉,6782,0,0
臺東縣太麻里鄉,10778,2,18.556
臺東縣達仁鄉,3504,0,0
臺東縣大武鄉,5677,1,17.615
臺東縣關山鎮,8218,4,48.674
臺東縣海端鄉,4186,0,0
花蓮縣鳳林鎮,10578,4,37.814
花蓮縣光復鄉,12067,2,16.574
花蓮縣瑞穗鄉,11030,3,27.199
花蓮縣富里鄉,9713,3,30.886
花蓮縣萬榮鄉,6159,0,0
花蓮縣吉安鄉,82578,8,9.688
花蓮縣壽豐鄉,17209,5,29.055
花蓮縣豐濱鄉,4344,2,46.041
花蓮縣秀林鄉,16845,2,11.873
花蓮縣玉里鎮,22575,2,8.859
花蓮縣卓溪鄉,6034,0,0
花蓮縣花蓮市,99691,3,3.009
花蓮縣新城鄉,20272,7,34.53
苗栗縣三灣鄉,6232,2,32.092
苗栗縣南庄鄉,9155,0,0
苗栗縣苗栗市,86001,8,9.302
苗栗縣卓蘭鎮,15624,1,6.4
苗栗縣大湖鄉,13326,1,7.504
苗栗縣公館鄉,31610,0,0
苗栗縣銅鑼鄉,16714,2,11.966
苗栗縣頭屋鄉,10018,0,0
苗栗縣三義鄉,15250,2,13.115
苗栗縣西湖鄉,6515,0,0
苗栗縣造橋鄉,11788,2,16.966
苗栗縣獅潭鄉,4172,1,23.969
苗栗縣泰安鄉,5770,0,0
苗栗縣苑裡鎮,44003,4,9.09
苗栗縣通霄鎮,32081,3,9.351
苗栗縣竹南鎮,87526,2,2.285
苗栗縣後龍鎮,34472,8,23.207
苗栗縣頭份市,104964,8,7.622
連江縣南竿鄉,7775,0,0
連江縣北竿鄉,3146,0,0
連江縣莒光鄉,1470,0,0
連江縣東引鄉,1498,0,0
金門縣金寧鄉,33469,2,5.976
金門縣烏坵鄉,671,0,0
金門縣金城鎮,42301,0,0
金門縣金沙鎮,20642,0,0
金門縣金湖鎮,30555,1,3.273
金門縣烈嶼鄉,12591,0,0
雲林縣麥寮鄉,48825,3,6.144
雲林縣斗六市,107598,7,6.506
雲林縣斗南鎮,43339,5,11.537
雲林縣虎尾鎮,70300,11,15.647
雲林縣西螺鎮,44671,11,24.624
雲林縣土庫鎮,27745,4,14.417
雲林縣北港鎮,38015,4,10.522
雲林縣古坑鄉,30274,2,6.606
雲林縣大埤鄉,18278,4,21.884
雲林縣莿桐鄉,27637,6,21.71
雲林縣林內鄉,17135,3,17.508
雲林縣二崙鄉,25341,3,11.839
雲林縣崙背鄉,23266,2,8.596
雲林縣東勢鄉,13800,2,14.493
雲林縣褒忠鄉,12221,3,24.548
雲林縣元長鄉,23908,5,20.914
雲林縣水林鄉,23480,4,17.036
雲林縣臺西鄉,22322,3,13.44
雲林縣四湖鄉,21779,1,4.592
雲林縣口湖鄉,25816,7,27.115
高雄市旗津區,26844,0,0
高雄市小港區,154693,8,5.172
高雄市鹽埕區,22524,2,8.879
高雄市三民區,329948,17,5.152
高雄市新興區,48629,2,4.113
高雄市楠梓區,190096,13,6.839
高雄市鳳山區,355490,20,5.626
高雄市大寮區,111384,15,13.467
高雄市大樹區,40772,2,4.905
高雄市大社區,33684,2,5.938
高雄市仁武區,94465,13,13.762
高雄市鳥松區,43926,7,15.936
高雄市岡山區,95100,8,8.412
高雄市橋頭區,40138,6,14.948
高雄市燕巢區,28985,2,6.9
高雄市田寮區,6722,0,0
高雄市阿蓮區,27736,1,3.605
高雄市路竹區,50729,7,13.799
高雄市湖內區,29478,5,16.962
高雄市旗山區,34777,3,8.626
高雄市前金區,26261,1,3.808
高雄市美濃區,37533,12,31.972
高雄市六龜區,12006,3,24.988
高雄市甲仙區,5696,1,17.556
高雄市杉林區,11149,3,26.908
高雄市內門區,13640,5,36.657
高雄市苓雅區,162184,6,3.7
高雄市前鎮區,180437,12,6.651
高雄市茂林區,1937,0,0
高雄市桃源區,4257,1,23.491
高雄市那瑪夏區,3201,0,0
高雄市林園區,68528,6,8.756
高雄市茄萣區,29582,1,3.38
高雄市永安區,13709,1,7.294
