area,population,death,rate
南投縣南投市,99092,9,9.082
南投縣埔里鎮,79367,13,16.38
南投縣草屯鎮,97588,16,16.395
南投縣竹山鎮,53580,7,13.065
南投縣集集鎮,10525,0,0
南投縣名間鄉,37631,4,10.63
南投縣鹿谷鄉,17299,1,5.781
南投縣中寮鄉,14361,0,0
南投縣魚池鄉,15508,6,38.69
南投縣國姓鄉,18028,2,11.094
南投縣水里鄉,17082,3,17.562
南投縣信義鄉,15870,3,18.904
南投縣仁愛鄉,15812,1,6.324
嘉義市東區,119890,5,4.17
嘉義市西區,146552,14,9.553
嘉義縣太保市,38475,13,33.788
嘉義縣中埔鄉,44235,6,13.564
嘉義縣番路鄉,11170,7,62.668
嘉義縣水上鄉,49048,3,6.116
嘉義縣東石鄉,23836,6,25.172
嘉義縣朴子市,41698,6,14.389
嘉義縣大林鎮,30446,6,19.707
嘉義縣民雄鄉,71330,9,12.617
嘉義縣溪口鄉,14122,2,14.162
嘉義縣新港鄉,31246,10,32.004
嘉義縣六腳鄉,22288,4,17.947
嘉義縣義竹鄉,17661,3,16.987
嘉義縣鹿草鄉,14951,8,53.508
嘉義縣竹崎鄉,34904,6,17.19
嘉義縣梅山鄉,18747,1,5.334
嘉義縣大埔鄉,4575,1,21.858
嘉義縣阿里山鄉,5533,2,36.147
嘉義縣布袋鎮,26051,5,19.193
基隆市暖暖區,38641,1,2.588
基隆市七堵區,53661,3,5.591
基隆市仁愛區,42935,3,6.987
基隆市信義區,53091,5,9.418
基隆市中正區,51285,2,3.9
基隆市中山區,46521,1,2.15
基隆市安樂區,81886,3,3.664
宜蘭縣蘇澳鎮,38971,6,15.396
宜蘭縣五結鄉,40208,6,14.922
宜蘭縣宜蘭市,95523,6,6.281
宜蘭縣壯圍鄉,24334,11,45.204
宜蘭縣羅東鎮,71532,3,4.194
宜蘭縣員山鄉,32315,1,3.095
宜蘭縣冬山鄉,53123,10,18.824
宜蘭縣三星鄉,21251,4,18.823
宜蘭縣大同鄉,6127,0,0
宜蘭縣頭城鎮,28871,5,17.318
宜蘭縣南澳鄉,5910,4,67.682
宜蘭縣礁溪鄉,35287,9,25.505
屏東縣佳冬鄉,18650,3,16.086
屏東縣竹田鄉,16680,2,11.99
屏東縣萬丹鄉,50215,10,19.914
屏東縣屏東市,198089,32,16.154
屏東縣潮州鎮,53929,8,14.834
屏東縣長治鄉,29535,12,40.63
屏東縣麟洛鄉,10792,5,46.331
屏東縣九如鄉,21952,2,9.111
屏東縣里港鄉,25697,5,19.458
屏東縣鹽埔鄉,25091,6,23.913
屏東縣高樹鄉,23845,2,8.388
屏東縣萬巒鄉,20240,7,34.585
屏東縣內埔鄉,53338,13,24.373
屏東縣新埤鄉,9611,3,31.214
屏東縣崁頂鄉,15345,5,32.584
屏東縣南州鄉,10391,3,28.871
屏東縣琉球鄉,12129,1,8.245
屏東縣三地門鄉,7657,0,0
屏東縣霧臺鄉,3265,0,0
屏東縣瑪家鄉,6744,1,14.828
屏東縣泰武鄉,5372,0,0
屏東縣來義鄉,7445,0,0
屏東縣春日鄉,4935,0,0
屏東縣獅子鄉,4850,0,0
屏東縣東港鎮,46837,8,17.081
屏東縣恆春鎮,30468,3,9.846
屏東縣枋寮鄉,23773,9,37.858
屏東縣新園鄉,34103,6,17.594
屏東縣林邊鄉,17337,1,5.768
屏東縣車城鄉,8287,2,24.134
屏東縣滿州鄉,7505,3,39.973
屏東縣枋山鄉,5241,5,95.402
屏東縣牡丹鄉,4862,0,0
彰化縣社頭鄉,42509,3,7.057
彰化縣員林市,124807,7,5.609
彰化縣田中鎮,40852,5,12.239
彰化縣彰化市,231504,18,7.775
彰化縣和美鎮,90229,7,7.758
彰化縣線西鄉,16671,6,35.991
