area,population,death,rate
南投縣南投市,97394,13,13.348
南投縣埔里鎮,77340,13,16.809
南投縣草屯鎮,96450,12,12.442
南投縣竹山鎮,51943,7,13.476
南投縣集集鎮,10111,0,0
南投縣名間鄉,36274,8,22.054
南投縣鹿谷鄉,16520,1,6.053
南投縣中寮鄉,13884,1,7.203
南投縣魚池鄉,14894,4,26.856
南投縣國姓鄉,17313,3,17.328
南投縣水里鄉,16421,0,0
南投縣信義鄉,15616,0,0
南投縣仁愛鄉,15729,7,44.504
嘉義市東區,117683,8,6.798
嘉義市西區,144908,13,8.971
嘉義縣太保市,38830,14,36.055
嘉義縣中埔鄉,43143,10,23.179
嘉義縣番路鄉,10992,5,45.488
嘉義縣水上鄉,47989,8,16.67
嘉義縣東石鄉,23254,7,30.102
嘉義縣朴子市,40858,4,9.79
嘉義縣大林鎮,29769,5,16.796
嘉義縣民雄鄉,70318,12,17.065
嘉義縣溪口鄉,13526,6,44.359
嘉義縣新港鄉,30345,10,32.954
嘉義縣六腳鄉,21419,10,46.688
嘉義縣義竹鄉,17059,2,11.724
嘉義縣鹿草鄉,14498,5,34.488
嘉義縣竹崎鄉,33820,5,14.784
嘉義縣梅山鄉,18087,2,11.058
嘉義縣大埔鄉,4498,0,0
嘉義縣阿里山鄉,5385,0,0
嘉義縣布袋鎮,25130,3,11.938
基隆市暖暖區,38285,1,2.612
基隆市七堵區,52980,5,9.438
基隆市仁愛區,41272,3,7.269
基隆市信義區,52856,1,1.892
基隆市中正區,50512,4,7.919
基隆市中山區,45057,2,4.439
基隆市安樂區,80152,7,8.733
宜蘭縣蘇澳鎮,37943,8,21.084
宜蘭縣五結鄉,40630,5,12.306
宜蘭縣宜蘭市,94588,8,8.458
宜蘭縣壯圍鄉,24431,5,20.466
宜蘭縣羅東鎮,69945,6,8.578
宜蘭縣員山鄉,31895,4,12.541
宜蘭縣冬山鄉,52732,13,24.653
宜蘭縣三星鄉,21264,10,47.028
宜蘭縣大同鄉,6187,3,48.489
宜蘭縣頭城鎮,28475,3,10.536
宜蘭縣南澳鄉,6113,1,16.359
宜蘭縣礁溪鄉,34809,4,11.491
屏東縣佳冬鄉,18099,3,16.576
屏東縣竹田鄉,16111,9,55.862
屏東縣萬丹鄉,49483,22,44.46
屏東縣屏東市,193656,27,13.942
屏東縣潮州鎮,53117,8,15.061
屏東縣長治鄉,29172,6,20.568
屏東縣麟洛鄉,10577,4,37.818
屏東縣九如鄉,21636,3,13.866
屏東縣里港鄉,25643,7,27.298
屏東縣鹽埔鄉,24332,2,8.22
屏東縣高樹鄉,23253,6,25.803
屏東縣萬巒鄉,19522,2,10.245
屏東縣內埔鄉,52229,13,24.89
屏東縣新埤鄉,9712,3,30.89
屏東縣崁頂鄉,15074,4,26.536
屏東縣南州鄉,10064,0,0
屏東縣琉球鄉,12226,3,24.538
屏東縣三地門鄉,7809,1,12.806
屏東縣霧臺鄉,3341,0,0
屏東縣瑪家鄉,6812,0,0
屏東縣泰武鄉,5352,0,0
屏東縣來義鄉,7442,1,13.437
屏東縣春日鄉,4914,0,0
屏東縣獅子鄉,4906,0,0
屏東縣東港鎮,45915,14,30.491
屏東縣恆春鎮,29890,7,23.419
屏東縣枋寮鄉,22998,9,39.134
屏東縣新園鄉,33115,6,18.119
屏東縣林邊鄉,16785,5,29.789
屏東縣車城鄉,8254,3,36.346
屏東縣滿州鄉,7507,2,26.642
屏東縣枋山鄉,5153,3,58.219
屏東縣牡丹鄉,4866,0,0
彰化縣社頭鄉,41622,2,4.805
彰化縣員林市,122195,16,13.094
彰化縣田中鎮,39689,7,17.637
彰化縣彰化市,226380,29,12.81
彰化縣和美鎮,88706,9,10.146
彰化縣線西鄉,16315,2,12.259
彰化縣伸港鄉,37911,8,21.102
彰化縣秀水鄉,38282,7,18.285
彰化縣花壇鄉,44299,7,15.802
彰化縣芬園鄉,22545,5,22.178
彰化縣溪湖鎮,54044,11,20.354
彰化縣大村鄉,40259,5,12.42
彰化縣埔鹽鄉,31352,10,31.896
彰化縣埔心鄉,33864,6,17.718
彰化縣永靖鄉,35514,6,16.895
彰化縣二水鄉,14213,1,7.036
彰化縣二林鎮,48500,15,30.928
彰化縣埤頭鄉,29318,4,13.643
彰化縣芳苑鄉,31694,14,44.172
彰化縣大城鄉,15516,11,70.895
彰化縣竹塘鄉,14402,3,20.83
彰化縣溪州鄉,28685,8,27.889
彰化縣鹿港鎮,85339,16,18.749
彰化縣福興鄉,45450,6,13.201
彰化縣北斗鎮,33237,4,12.035
彰化縣田尾鄉,26114,0,0
新北市永和區,211029,5,2.369
新北市新店區,296811,20,6.738
新北市土城區,236872,12,5.066
新北市蘆洲區,199543,6,3.007
新北市五股區,91100,6,6.586
新北市坪林區,6559,2,30.492
新北市平溪區,4298,0,0
新北市烏來區,6327,0,0
新北市淡水區,186371,17,9.122
新北市瑞芳區,37721,2,5.302
新北市林口區,126670,7,5.526
新北市三芝區,22204,0,0
新北市八里區,40706,4,9.827
新北市三峽區,115122,18,15.636
新北市鶯歌區,88251,11,12.464
新北市中和區,401841,14,3.484
新北市樹林區,179845,19,10.565
新北市深坑區,23479,2,8.518
新北市板橋區,548043,37,6.751
新北市石碇區,7308,1,13.684
新北市新莊區,419008,27,6.444
新北市泰山區,76759,7,9.119
新北市三重區,378963,24,6.333
新北市雙溪區,8159,0,0
新北市貢寮區,11300,4,35.398
新北市汐止區,205353,10,4.87
新北市萬里區,21139,5,23.653
新北市金山區,20605,2,9.706
新北市石門區,10977,1,9.11
新竹市北區,151797,17,11.199
新竹市香山區,78529,15,19.101
新竹市東區,220877,12,5.433
新竹縣峨眉鄉,5331,3,56.275
新竹縣竹東鎮,96298,11,11.423
新竹縣新埔鎮,32981,11,33.353
新竹縣關西鎮,27146,4,14.735
新竹縣湖口鄉,80893,21,25.96
新竹縣芎林鄉,20052,2,9.974
新竹縣橫山鄉,12249,4,32.656
新竹縣北埔鄉,8693,1,11.504
新竹縣寶山鄉,14362,4,27.851
新竹縣尖石鄉,9584,0,0
新竹縣五峰鄉,4580,1,21.834
新竹縣竹北市,208197,20,9.606
新竹縣新豐鄉,58583,9,15.363
桃園市蘆竹區,166448,8,4.806
