area,population,death,rate
南投縣南投市,102664,5,4.87
南投縣埔里鎮,83436,8,9.588
南投縣草屯鎮,99262,3,3.022
南投縣竹山鎮,57013,3,5.262
南投縣集集鎮,11468,5,43.6
南投縣名間鄉,40185,1,2.488
南投縣鹿谷鄉,18620,0,0
南投縣中寮鄉,15622,1,6.401
南投縣魚池鄉,16631,0,0
南投縣國姓鄉,19858,0,0
南投縣水里鄉,18899,2,10.583
南投縣信義鄉,16724,0,0
南投縣仁愛鄉,15825,1,6.319
嘉義市東區,123877,3,2.422
嘉義市西區,147186,3,2.038
嘉義縣太保市,36959,4,10.823
嘉義縣中埔鄉,46350,2,4.315
嘉義縣番路鄉,12124,1,8.248
嘉義縣水上鄉,51048,2,3.918
嘉義縣東石鄉,26306,4,15.206
嘉義縣朴子市,43512,0,0
嘉義縣大林鎮,32412,3,9.256
嘉義縣民雄鄉,71999,3,4.167
嘉義縣溪口鄉,15574,1,6.421
嘉義縣新港鄉,33441,3,8.971
嘉義縣六腳鄉,24847,3,12.074
嘉義縣義竹鄉,19737,3,15.2
嘉義縣鹿草鄉,16574,0,0
嘉義縣竹崎鄉,37209,1,2.688
嘉義縣梅山鄉,20504,1,4.877
嘉義縣大埔鄉,4619,0,0
嘉義縣阿里山鄉,5744,0,0
嘉義縣布袋鎮,28511,2,7.015
基隆市暖暖區,37987,2,5.265
基隆市七堵區,53998,1,1.852
基隆市仁愛區,46993,3,6.384
基隆市信義區,51102,2,3.914
基隆市中正區,53336,2,3.75
基隆市中山區,49005,3,6.122
基隆市安樂區,81848,3,3.665
宜蘭縣蘇澳鎮,41306,2,4.842
宜蘭縣五結鄉,39195,1,2.551
宜蘭縣宜蘭市,95841,7,7.304
宜蘭縣壯圍鄉,24518,2,8.157
宜蘭縣羅東鎮,72377,3,4.145
宜蘭縣員山鄉,32253,3,9.301
宜蘭縣冬山鄉,53657,2,3.727
宜蘭縣三星鄉,21298,2,9.391
宜蘭縣大同鄉,6081,0,0
宜蘭縣頭城鎮,29965,2,6.674
宜蘭縣南澳鄉,6019,0,0
宜蘭縣礁溪鄉,36040,4,11.099
屏東縣佳冬鄉,20424,4,19.585
屏東縣竹田鄉,17786,5,28.112
屏東縣萬丹鄉,52379,10,19.092
屏東縣屏東市,205187,13,6.336
屏東縣潮州鎮,54940,2,3.64
屏東縣長治鄉,30432,2,6.572
屏東縣麟洛鄉,11337,1,8.821
屏東縣九如鄉,22355,0,0
屏東縣里港鄉,26678,4,14.994
屏東縣鹽埔鄉,26621,3,11.269
屏東縣高樹鄉,25652,3,11.695
屏東縣萬巒鄉,21050,2,9.501
屏東縣內埔鄉,56440,2,3.544
屏東縣新埤鄉,10235,0,0
屏東縣崁頂鄉,16375,0,0
屏東縣南州鄉,11116,0,0
屏東縣琉球鄉,12595,0,0
屏東縣三地門鄉,7674,0,0
屏東縣霧臺鄉,3329,0,0
屏東縣瑪家鄉,6650,1,15.038
屏東縣泰武鄉,5181,0,0
屏東縣來義鄉,7596,1,13.165
屏東縣春日鄉,4826,0,0
屏東縣獅子鄉,4830,0,0
屏東縣東港鎮,48483,1,2.063
屏東縣恆春鎮,30845,2,6.484
屏東縣枋寮鄉,25653,4,15.593
屏東縣新園鄉,36945,2,5.413
屏東縣林邊鄉,19448,1,5.142
屏東縣車城鄉,9126,2,21.915
屏東縣滿州鄉,8122,2,24.624
屏東縣枋山鄉,5806,4,68.894
