area,population,death,rate
南投縣南投市,98736,5,5.064
南投縣埔里鎮,78732,8,10.161
南投縣草屯鎮,97262,12,12.338
南投縣竹山鎮,53033,0,0
南投縣集集鎮,10350,2,19.324
南投縣名間鄉,37230,5,13.43
南投縣鹿谷鄉,16983,4,23.553
南投縣中寮鄉,14137,1,7.074
南投縣魚池鄉,15251,1,6.557
南投縣國姓鄉,17685,2,11.309
南投縣水里鄉,16810,0,0
南投縣信義鄉,15798,2,12.66
南投縣仁愛鄉,15736,4,25.419
嘉義市東區,119170,4,3.357
嘉義市西區,145551,6,4.122
嘉義縣太保市,38651,8,20.698
嘉義縣中埔鄉,43935,8,18.209
嘉義縣番路鄉,11097,4,36.046
嘉義縣水上鄉,48786,6,12.299
嘉義縣東石鄉,23594,1,4.238
嘉義縣朴子市,41439,6,14.479
嘉義縣大林鎮,30237,6,19.843
嘉義縣民雄鄉,71044,5,7.038
嘉義縣溪口鄉,13890,2,14.399
嘉義縣新港鄉,30952,4,12.923
嘉義縣六腳鄉,21914,4,18.253
嘉義縣義竹鄉,17439,3,17.203
嘉義縣鹿草鄉,14778,5,33.834
嘉義縣竹崎鄉,34503,3,8.695
嘉義縣梅山鄉,18481,2,10.822
嘉義縣大埔鄉,4553,2,43.927
嘉義縣阿里山鄉,5455,0,0
嘉義縣布袋鎮,25692,3,11.677
基隆市暖暖區,38494,4,10.391
基隆市七堵區,53534,1,1.868
基隆市仁愛區,42303,4,9.456
基隆市信義區,53082,1,1.884
基隆市中正區,50967,1,1.962
基隆市中山區,46058,1,2.171
基隆市安樂區,81453,3,3.683
宜蘭縣蘇澳鎮,38592,11,28.503
宜蘭縣五結鄉,40343,4,9.915
宜蘭縣宜蘭市,95269,10,10.497
宜蘭縣壯圍鄉,24419,3,12.286
宜蘭縣羅東鎮,71097,8,11.252
宜蘭縣員山鄉,32189,8,24.853
宜蘭縣冬山鄉,52999,5,9.434
宜蘭縣三星鄉,21219,7,32.989
宜蘭縣大同鄉,6099,0,0
宜蘭縣頭城鎮,28673,3,10.463
宜蘭縣南澳鄉,5956,1,16.79
宜蘭縣礁溪鄉,35091,6,17.098
屏東縣佳冬鄉,18414,1,5.431
屏東縣竹田鄉,16409,4,24.377
屏東縣萬丹鄉,49955,11,22.02
屏東縣屏東市,196653,26,13.221
屏東縣潮州鎮,53851,5,9.285
屏東縣長治鄉,29381,6,20.421
屏東縣麟洛鄉,10711,1,9.336
屏東縣九如鄉,21784,3,13.772
屏東縣里港鄉,25657,5,19.488
屏東縣鹽埔鄉,24795,4,16.132
屏東縣高樹鄉,23583,1,4.24
屏東縣萬巒鄉,20028,6,29.958
屏東縣內埔鄉,52910,5,9.45
屏東縣新埤鄉,9464,1,10.566
屏東縣崁頂鄉,15223,3,19.707
屏東縣南州鄉,10249,4,39.028
屏東縣琉球鄉,12095,0,0
屏東縣三地門鄉,7691,0,0
屏東縣霧臺鄉,3230,0,0
屏東縣瑪家鄉,6706,0,0
屏東縣泰武鄉,5365,0,0
屏東縣來義鄉,7400,0,0
屏東縣春日鄉,4912,1,20.358
屏東縣獅子鄉,4805,1,20.812
屏東縣東港鎮,46590,2,4.293
屏東縣恆春鎮,30236,4,13.229
屏東縣枋寮鄉,23466,5,21.307
屏東縣新園鄉,33639,6,17.836
