area,population,death,rate
南投縣南投市,99081,12,12.111
南投縣埔里鎮,79191,13,16.416
南投縣草屯鎮,97489,20,20.515
南投縣竹山鎮,53464,9,16.834
南投縣集集鎮,10461,1,9.559
南投縣名間鄉,37507,5,13.331
南投縣鹿谷鄉,17231,2,11.607
南投縣中寮鄉,14301,1,6.993
南投縣魚池鄉,15466,7,45.261
南投縣國姓鄉,17965,2,11.133
南投縣水里鄉,16980,4,23.557
南投縣信義鄉,15878,3,18.894
南投縣仁愛鄉,15818,4,25.288
嘉義市東區,119715,7,5.847
嘉義市西區,146290,20,13.671
嘉義縣太保市,38536,14,36.33
嘉義縣中埔鄉,44131,9,20.394
嘉義縣番路鄉,11180,7,62.612
嘉義縣水上鄉,49012,7,14.282
嘉義縣東石鄉,23766,9,37.869
嘉義縣朴子市,41669,10,23.999
嘉義縣大林鎮,30381,10,32.915
嘉義縣民雄鄉,71317,12,16.826
嘉義縣溪口鄉,14055,3,21.345
嘉義縣新港鄉,31162,12,38.508
嘉義縣六腳鄉,22196,5,22.527
嘉義縣義竹鄉,17602,4,22.725
嘉義縣鹿草鄉,14913,9,60.35
嘉義縣竹崎鄉,34797,7,20.117
嘉義縣梅山鄉,18687,1,5.351
嘉義縣大埔鄉,4560,2,43.86
嘉義縣阿里山鄉,5527,2,36.186
嘉義縣布袋鎮,25990,5,19.238
基隆市暖暖區,38548,1,2.594
基隆市七堵區,53615,5,9.326
基隆市仁愛區,42787,3,7.011
基隆市信義區,53168,6,11.285
基隆市中正區,51224,3,5.857
基隆市中山區,46459,4,8.61
基隆市安樂區,81776,4,4.891
宜蘭縣蘇澳鎮,38864,7,18.012
宜蘭縣五結鄉,40297,8,19.853
宜蘭縣宜蘭市,95395,10,10.483
宜蘭縣壯圍鄉,24366,11,45.145
宜蘭縣羅東鎮,71484,4,5.596
宜蘭縣員山鄉,32258,1,3.1
宜蘭縣冬山鄉,53024,12,22.631
宜蘭縣三星鄉,21215,5,23.568
宜蘭縣大同鄉,6137,0,0
宜蘭縣頭城鎮,28819,7,24.29
宜蘭縣南澳鄉,5954,4,67.182
宜蘭縣礁溪鄉,35274,10,28.349
屏東縣佳冬鄉,18620,5,26.853
屏東縣竹田鄉,16615,3,18.056
屏東縣萬丹鄉,50126,17,33.915
屏東縣屏東市,197647,41,20.744
屏東縣潮州鎮,53842,10,18.573
屏東縣長治鄉,29470,16,54.293
屏東縣麟洛鄉,10770,7,64.995
屏東縣九如鄉,21962,2,9.107
屏東縣里港鄉,25707,8,31.12
屏東縣鹽埔鄉,24999,8,32.001
屏東縣高樹鄉,23775,2,8.412
屏東縣萬巒鄉,20189,9,44.579
屏東縣內埔鄉,53330,22,41.253
屏東縣新埤鄉,9561,4,41.837
屏東縣崁頂鄉,15378,6,39.017
屏東縣南州鄉,10364,4,38.595
屏東縣琉球鄉,12121,2,16.5
屏東縣三地門鄉,7689,0,0
屏東縣霧臺鄉,3247,0,0
屏東縣瑪家鄉,6768,2,29.551
屏東縣泰武鄉,5351,0,0
屏東縣來義鄉,7448,0,0
屏東縣春日鄉,4947,1,20.214
屏東縣獅子鄉,4839,0,0
屏東縣東港鎮,46731,8,17.119
屏東縣恆春鎮,30414,3,9.864
屏東縣枋寮鄉,23680,13,54.899
屏東縣新園鄉,33939,7,20.625
屏東縣林邊鄉,17275,1,5.789
屏東縣車城鄉,8278,4,48.321
屏東縣滿州鄉,7471,3,40.155
屏東縣枋山鄉,5240,7,133.588
屏東縣牡丹鄉,4865,0,0
彰化縣社頭鄉,42436,4,9.426
彰化縣員林市,124263,8,6.438
彰化縣田中鎮,40717,5,12.28
彰化縣彰化市,231317,25,10.808
彰化縣和美鎮,90095,9,9.989
彰化縣線西鄉,16665,8,48.005
彰化縣伸港鄉,37740,4,10.599
彰化縣秀水鄉,38872,6,15.435
彰化縣花壇鄉,45232,7,15.476
彰化縣芬園鄉,23188,3,12.938
彰化縣溪湖鎮,54814,6,10.946
彰化縣大村鄉,38457,5,13.002
彰化縣埔鹽鄉,31919,6,18.798
彰化縣埔心鄉,34451,3,8.708
彰化縣永靖鄉,36300,7,19.284
彰化縣二水鄉,14642,1,6.83
彰化縣二林鎮,49687,13,26.164
彰化縣埤頭鄉,30072,7,23.277
彰化縣芳苑鄉,32720,15,45.844
彰化縣大城鄉,16119,9,55.835
彰化縣竹塘鄉,14808,5,33.766
彰化縣溪州鄉,29158,11,37.725
彰化縣鹿港鎮,86550,17,19.642
彰化縣福興鄉,46399,12,25.863
彰化縣北斗鎮,33358,5,14.989
彰化縣田尾鄉,26691,7,26.226
新北市永和區,219364,6,2.735
新北市新店區,303532,11,3.624
新北市土城區,238277,11,4.616
新北市蘆洲區,202456,9,4.445
新北市五股區,89470,15,16.765
新北市坪林區,6703,4,59.675
新北市平溪區,4424,0,0
新北市烏來區,6416,1,15.586
新北市淡水區,183278,9,4.911
新北市瑞芳區,39077,6,15.354
新北市林口區,121192,8,6.601
新北市三芝區,22540,1,4.437
新北市八里區,39741,6,15.098
新北市三峽區,116917,10,8.553
新北市鶯歌區,87674,9,10.265
新北市中和區,411214,12,2.918
新北市樹林區,183470,8,4.36
新北市深坑區,23723,1,4.215
新北市板橋區,557114,34,6.103
新北市石碇區,7565,3,39.656
新北市新莊區,422653,22,5.205
新北市泰山區,78412,5,6.377
新北市三重區,385328,24,6.228
新北市雙溪區,8468,0,0
新北市貢寮區,11782,3,25.463
新北市汐止區,205847,10,4.858
新北市萬里區,21710,1,4.606
新北市金山區,21127,1,4.733
新北市石門區,11480,2,17.422
新竹市北區,152612,15,9.829
新竹市香山區,78744,16,20.319
新竹市東區,220056,18,8.18
新竹縣峨眉鄉,5403,2,37.016
新竹縣竹東鎮,97100,17,17.508
新竹縣新埔鎮,33027,4,12.111
新竹縣關西鎮,27775,6,21.602
新竹縣湖口鄉,78971,14,17.728
新竹縣芎林鄉,19872,6,30.193
新竹縣橫山鄉,12547,3,23.91
新竹縣北埔鄉,9035,2,22.136
新竹縣寶山鄉,14619,2,13.681
新竹縣尖石鄉,9646,2,20.734
新竹縣五峰鄉,4487,0,0
新竹縣竹北市,200782,20,9.961
新竹縣新豐鄉,57511,13,22.604
桃園市蘆竹區,167060,25,14.965
桃園市龜山區,164398,28,17.032
桃園市龍潭區,124408,22,17.684
桃園市復興區,12354,2,16.189
桃園市觀音區,69032,11,15.935
桃園市桃園區,457245,30,6.561
桃園市大園區,93887,23,24.498
桃園市新屋區,49333,11,22.297
桃園市楊梅區,175142,17,9.706
桃園市大溪區,95664,13,13.589
桃園市八德區,209202,22,10.516
桃園市中壢區,422471,43,10.178
桃園市平鎮區,228611,20,8.748
澎湖縣馬公市,63206,5,7.911
澎湖縣湖西鄉,15230,5,32.83
澎湖縣白沙鄉,9907,0,0
澎湖縣西嶼鄉,8353,1,11.972
澎湖縣望安鄉,5371,0,0
澎湖縣七美鄉,3885,0,0
臺中市南屯區,176062,13,7.384
臺中市烏日區,76494,14,18.302
臺中市新社區,24064,1,4.156
臺中市石岡區,14670,1,6.817
臺中市外埔區,31940,5,15.654
臺中市大肚區,56777,6,10.568
臺中市霧峰區,65094,10,15.362
臺中市太平區,194970,18,9.232
臺中市大里區,213117,19,8.915
臺中市和平區,10809,0,0
臺中市中區,18168,4,22.017
臺中市東區,75913,18,23.711
臺中市南區,126769,7,5.522
臺中市大甲區,76130,12,15.763
臺中市大安區,18864,4,21.204
臺中市龍井區,78095,13,16.646
臺中市西區,114583,8,6.982
臺中市北區,146590,6,4.093
臺中市西屯區,231730,33,14.241
臺中市北屯區,287344,26,9.048
臺中市豐原區,166053,11,6.624
臺中市東勢區,49169,11,22.372
臺中市沙鹿區,95226,20,21.003
臺中市后里區,54343,10,18.402
臺中市神岡區,65529,11,16.786
臺中市潭子區,109309,9,8.234
臺中市大雅區,95693,12,12.54
臺中市清水區,88009,18,20.452
臺中市梧棲區,59273,10,16.871
臺北市大安區,302644,10,3.304
臺北市文山區,268130,3,1.119
臺北市信義區,215240,8,3.717
臺北市萬華區,183088,13,7.1
臺北市中正區,155397,10,6.435
臺北市南港區,118758,9,7.578
臺北市松山區,200316,3,1.498
臺北市大同區,123849,11,8.882
臺北市中山區,223876,9,4.02
臺北市內湖區,282525,8,2.832
臺北市士林區,278451,15,5.387
臺北市北投區,250144,8,3.198
臺南市新營區,76331,11,14.411
臺南市鹽水區,25001,7,27.999
臺南市白河區,27245,7,25.693
臺南市柳營區,20826,9,43.215
臺南市後壁區,22755,5,21.973
臺南市東山區,20152,3,14.887
臺南市麻豆區,43713,16,36.602
臺南市下營區,23452,5,21.32
臺南市六甲區,21668,5,23.076
臺南市官田區,21212,6,28.286
臺南市大內區,9200,2,21.739
臺南市佳里區,58785,8,13.609
臺南市學甲區,25293,9,35.583
臺南市西港區,24522,8,32.624
臺南市新化區,43317,7,16.16
臺南市新市區,37660,9,23.898
臺南市安定區,30374,8,26.338
